季,比賽日期,效力球隊,對手,攻擊,攻擊%,攔網,攔網%,發球,發球%,接發球,接發球%,防守,防守%,舉球,舉球%,得分,player_id,球員姓名,球員背號,球隊,賽事類型,攻擊_成功,攻擊_總數,攔網_成功,攔網_總數,發球_成功,發球_總數,接發球_成功,接發球_總數,防守_成功,防守_總數,舉球_成功,舉球_總數
企18,2022-12-03 15:00:00,高雄台電,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,5 - 12,41.67,15 - 22,68.18,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,5,12,15,22,0,0
企18,2022-12-04 13:00:00,高雄台電,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,2 - 4,50.0,4 - 5,80.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,2,4,4,5,0,0
企18,2022-12-10 16:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2022-12-10 16:00:00,高雄台電,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,8 - 14,57.14,6 - 11,54.55,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,8,14,6,11,0,0
企18,2022-12-11 13:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,1,1,1,0,0,0,0
企18,2022-12-11 15:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2022-12-17 14:00:00,臺北鯨華,義力營造,3 - 4,75.0,0 - 0,0.0,0 - 0,0.0,2 - 3,66.67,0 - 0,0.0,0 - 0,0.0,3,50,陳潔,13,臺北鯨華,例行賽,3,4,0,0,0,0,2,3,0,0,0,0
企18,2022-12-17 16:00:00,高雄台電,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,6 - 9,66.67,14 - 20,70.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,6,9,14,20,0,0
企18,2022-12-18 13:00:00,臺北鯨華,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2022-12-18 15:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2022-12-31 16:00:00,高雄台電,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2022-12-31 18:00:00,臺北鯨華,新北中纖,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,1 - 1,100.0,0 - 3,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,3,0,0,0,0,1,1,0,3,0,0
企18,2023-01-01 15:00:00,臺北鯨華,極速超跑,4 - 8,50.0,0 - 3,0.0,0 - 5,0.0,1 - 2,50.0,0 - 6,0.0,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,4,8,0,3,0,5,1,2,0,6,0,0
企18,2023-01-01 17:00:00,高雄台電,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-01-07 18:00:00,臺北鯨華,義力營造,3 - 9,33.33,1 - 5,20.0,0 - 2,0.0,4 - 4,100.0,2 - 3,66.67,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,3,9,1,5,0,2,4,4,2,3,0,0
企18,2023-01-08 17:00:00,臺北鯨華,極速超跑,3 - 7,42.86,0 - 1,0.0,1 - 5,20.0,1 - 2,50.0,3 - 3,100.0,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,3,7,0,1,1,5,1,2,3,3,0,0
企18,2023-01-14 18:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1 - 3,33.33,1 - 1,100.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,1,0,0,1,3,1,1,0,0
企18,2023-01-14 18:00:00,高雄台電,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,3 - 6,50.0,1 - 11,9.09,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,3,6,1,11,0,0
企18,2023-01-15 15:00:00,臺北鯨華,新北中纖,4 - 10,40.0,0 - 2,0.0,0 - 2,0.0,0 - 4,0.0,0 - 2,0.0,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,4,10,0,2,0,2,0,4,0,2,0,0
企18,2023-01-15 17:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,8 - 14,57.14,6 - 23,26.09,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,8,14,6,23,0,0
企18,2023-02-05 13:00:00,高雄台電,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-02-11 15:00:00,高雄台電,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,5 - 6,83.33,4 - 4,100.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,5,6,4,4,0,0
企18,2023-02-18 14:00:00,臺北鯨華,義力營造,4 - 13,30.77,0 - 1,0.0,0 - 2,0.0,0 - 4,0.0,4 - 6,66.67,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,4,13,0,1,0,2,0,4,4,6,0,0
企18,2023-02-19 13:00:00,臺北鯨華,義力營造,1 - 2,50.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,1,2,0,0,0,0,0,0,0,1,0,0
企18,2023-02-25 13:00:00,臺北鯨華,高雄台電,2 - 6,33.33,0 - 4,0.0,0 - 2,0.0,0 - 4,0.0,0 - 0,0.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,6,0,4,0,2,0,4,0,0,0,0
企18,2023-02-25 13:00:00,高雄台電,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-03-04 17:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,6 - 13,46.15,14 - 25,56.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,6,13,14,25,0,0
企18,2023-03-05 12:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,7 - 11,63.64,13 - 25,52.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,7,11,13,25,0,0
企18,2023-03-11 16:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1 - 16,6.25,2 - 10,20.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,1,16,2,10,0,0
企18,2023-03-18 16:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,2,0,0,0,0,0,0
企18,2023-03-18 16:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,7 - 10,70.0,10 - 17,58.82,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,7,10,10,17,0,0
企18,2023-03-19 15:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-03-20 16:00:00,臺北鯨華,極速超跑,0 - 2,0.0,1 - 4,25.0,0 - 2,0.0,2 - 2,100.0,0 - 1,0.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,0,2,1,4,0,2,2,2,0,1,0,0
企18,2023-03-25 16:00:00,挑戰賽2,挑戰賽1,0 - 1,0.0,0 - 1,0.0,0 - 1,0.0,1 - 1,100.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,季後賽,0,1,0,1,0,1,1,1,0,0,0,0
企18,2023-03-25 16:00:00,挑戰賽2,挑戰賽1,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,1 - 3,33.33,2 - 2,100.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,季後賽,0,0,0,0,0,1,1,3,2,2,0,0
企18,2023-03-26 15:00:00,挑戰賽1,挑戰賽2,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,季後賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-03-26 15:00:00,挑戰賽1,挑戰賽2,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,季後賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2023-10-14 15:00:00,臺北鯨華,高雄台電,1 - 12,8.33,1 - 6,16.67,0 - 10,0.0,0 - 6,0.0,4 - 8,50.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,1,12,1,6,0,10,0,6,4,8,0,0
企19,2023-10-14 15:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2023-11-04 16:00:00,臺北鯨華,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,1,0,0,0,0,0,0
企19,2023-11-04 18:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,7 - 9,77.78,8 - 13,61.54,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,7,9,8,13,0,0
企19,2023-11-05 15:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2023-11-05 17:00:00,臺北鯨華,義力營造,2 - 10,20.0,1 - 5,20.0,0 - 9,0.0,1 - 5,20.0,3 - 13,23.08,0 - 0,0.0,3,50,陳潔,13,臺北鯨華,例行賽,2,10,1,5,0,9,1,5,3,13,0,0
企19,2023-11-11 14:00:00,臺北鯨華,極速超跑,6 - 18,33.33,1 - 5,20.0,1 - 7,14.29,6 - 10,60.0,5 - 9,55.56,0 - 0,0.0,8,50,陳潔,13,臺北鯨華,例行賽,6,18,1,5,1,7,6,10,5,9,0,0
企19,2023-11-11 16:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,5 - 13,38.46,8 - 12,66.67,0 - 0,0.0,1,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,5,13,8,12,0,0
企19,2023-11-12 13:00:00,臺北鯨華,高雄台電,13 - 27,48.15,0 - 11,0.0,0 - 15,0.0,4 - 7,57.14,10 - 14,71.43,0 - 0,0.0,13,50,陳潔,13,臺北鯨華,例行賽,13,27,0,11,0,15,4,7,10,14,0,0
企19,2023-11-12 13:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,14 - 24,58.33,17 - 25,68.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,14,24,17,25,0,0
企19,2023-11-18 16:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,2 - 4,50.0,5 - 11,45.45,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,2,4,5,11,0,0
企19,2023-11-19 15:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,2 - 6,33.33,1 - 2,50.0,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,2,6,1,2,0,0
企19,2023-11-25 16:00:00,臺北鯨華,高雄台電,10 - 31,32.26,0 - 7,0.0,0 - 23,0.0,8 - 17,47.06,15 - 23,65.22,0 - 0,0.0,10,50,陳潔,13,臺北鯨華,例行賽,10,31,0,7,0,23,8,17,15,23,0,0
企19,2023-11-25 16:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,17 - 21,80.95,27 - 41,65.85,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,17,21,27,41,0,0
企19,2023-11-26 13:00:00,臺北鯨華,極速超跑,2 - 12,16.67,0 - 7,0.0,0 - 4,0.0,4 - 9,44.44,3 - 8,37.5,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,12,0,7,0,4,4,9,3,8,0,0
企19,2023-11-26 15:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,6 - 6,100.0,10 - 14,71.43,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,6,6,10,14,0,0
企19,2023-12-03 17:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,12 - 17,70.59,18 - 26,69.23,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,12,17,18,26,0,0
企19,2023-12-09 18:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,7 - 12,58.33,12 - 23,52.17,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,7,12,12,23,0,0
企19,2023-12-10 17:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,6 - 6,100.0,15 - 27,55.56,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,6,6,15,27,0,0
企19,2023-12-16 14:00:00,臺北鯨華,極速超跑,1 - 4,25.0,0 - 0,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,1,4,0,0,0,0,0,3,0,0,0,0
企19,2023-12-17 13:00:00,臺北鯨華,義力營造,7 - 17,41.18,0 - 0,0.0,2 - 9,22.22,0 - 8,0.0,2 - 6,33.33,0 - 0,0.0,9,50,陳潔,13,臺北鯨華,例行賽,7,17,0,0,2,9,0,8,2,6,0,0
企19,2023-12-23 14:00:00,臺北鯨華,新北中纖,0 - 4,0.0,0 - 0,0.0,0 - 0,0.0,2 - 2,100.0,0 - 1,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,4,0,0,0,0,2,2,0,1,0,0
企19,2023-12-24 13:00:00,臺北鯨華,新北中纖,0 - 2,0.0,0 - 1,0.0,0 - 1,0.0,0 - 2,0.0,0 - 1,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,2,0,1,0,1,0,2,0,1,0,0
企19,2024-01-06 14:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,8 - 16,50.0,10 - 29,34.48,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,8,16,10,29,0,0
企19,2024-01-07 13:00:00,臺北鯨華,義力營造,1 - 6,16.67,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,1,6,0,1,0,3,0,0,0,0,0,0
企19,2024-01-28 17:00:00,臺北鯨華,新北中纖,12 - 31,38.71,0 - 8,0.0,0 - 10,0.0,5 - 21,23.81,4 - 22,18.18,0 - 0,0.0,12,50,陳潔,13,臺北鯨華,例行賽,12,31,0,8,0,10,5,21,4,22,0,0
企19,2024-02-03 12:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,4 - 16,25.0,4 - 18,22.22,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,4,16,4,18,0,0
企19,2024-02-03 14:00:00,臺北鯨華,新北中纖,1 - 8,12.5,0 - 1,0.0,0 - 3,0.0,3 - 9,33.33,0 - 8,0.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,1,8,0,1,0,3,3,9,0,8,0,0
企19,2024-02-04 13:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,4 - 16,25.0,4 - 26,15.38,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,4,16,4,26,0,0
企19,2024-02-04 15:00:00,臺北鯨華,極速超跑,0 - 6,0.0,0 - 3,0.0,0 - 3,0.0,3 - 14,21.43,0 - 5,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,6,0,3,0,3,3,14,0,5,0,0
企19,2024-02-17 16:00:00,臺北鯨華,高雄台電,0 - 6,0.0,0 - 1,0.0,1 - 4,25.0,0 - 2,0.0,1 - 2,50.0,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,0,6,0,1,1,4,0,2,1,2,0,0
企19,2024-02-17 16:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,2 - 6,33.33,8 - 18,44.44,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,2,6,8,18,0,0
企19,2024-02-18 15:00:00,臺北鯨華,義力營造,1 - 7,14.29,0 - 3,0.0,0 - 5,0.0,2 - 3,66.67,2 - 3,66.67,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,1,7,0,3,0,5,2,3,2,3,0,0
企19,2024-02-18 17:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,13 - 18,72.22,27 - 40,67.5,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,13,18,27,40,0,0
企19,2024-02-24 12:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,3 - 3,100.0,5 - 6,83.33,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,3,3,5,6,0,0
企19,2024-03-02 14:00:00,高雄台電女排,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,3 - 7,42.86,8 - 15,53.33,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,3,7,8,15,0,0
企19,2024-03-03 13:00:00,臺北鯨華,高雄台電,2 - 9,22.22,0 - 1,0.0,0 - 1,0.0,3 - 4,75.0,3 - 3,100.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,9,0,1,0,1,3,4,3,3,0,0
企19,2024-03-03 13:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,18 - 29,62.07,26 - 37,70.27,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,0,18,29,26,37,0,0
企19,2024-03-09 16:00:00,臺北鯨華,義力營造,2 - 7,28.57,0 - 4,0.0,0 - 3,0.0,2 - 5,40.0,3 - 10,30.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,7,0,4,0,3,2,5,3,10,0,0
企19,2024-03-10 16:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-16 16:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,9 - 16,56.25,19 - 30,63.33,0 - 0,0.0,0,39,許菀芸,13,高雄台電,例行賽,0,0,0,0,0,1,9,16,19,30,0,0
企19,2024-03-17 13:00:00,臺北鯨華,義力營造,0 - 1,0.0,1 - 1,100.0,0 - 3,0.0,1 - 1,100.0,2 - 3,66.67,0 - 0,0.0,1,50,陳潔,13,臺北鯨華,例行賽,0,1,1,1,0,3,1,1,2,3,0,0
企19,2024-03-24 15:00:00,臺北鯨華,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-03-25 16:00:00,臺北鯨華,極速超跑,11 - 20,55.0,0 - 4,0.0,1 - 16,6.25,6 - 14,42.86,14 - 21,66.67,0 - 0,0.0,12,50,陳潔,13,臺北鯨華,例行賽,11,20,0,4,1,16,6,14,14,21,0,0
企19,2024-03-30 16:00:00,臺北鯨華,極速超跑,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,3,0,0,0,0,0,0,0,0,0,0
企19,2024-03-31 15:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,1,0,0,0,0,0,0
企19,2024-04-01 16:00:00,臺北鯨華,極速超跑,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,6 - 14,42.86,0 - 5,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,0,0,0,0,0,6,14,0,5,0,0
企20,2024-10-19 13:00:00,臺北鯨華,高雄台電,4 - 5,80.0,0 - 0,0.0,0 - 4,0.0,2 - 3,66.67,5 - 6,83.33,0 - 0,0.0,4,50,陳潔,13,臺北鯨華,例行賽,4,5,0,0,0,4,2,3,5,6,0,0
企20,2024-10-19 13:00:00,高雄台電女排,臺北鯨華,12 - 47,25.53,0 - 5,0.0,1 - 12,8.33,15 - 20,75.0,7 - 14,50.0,0 - 0,0.0,13,39,許菀芸,13,高雄台電,例行賽,12,47,0,5,1,12,15,20,7,14,0,0
企20,2024-10-26 18:00:00,臺北鯨華,義力營造,9 - 24,37.5,0 - 7,0.0,1 - 16,6.25,5 - 14,35.71,8 - 13,61.54,0 - 0,0.0,10,50,陳潔,13,臺北鯨華,例行賽,9,24,0,7,1,16,5,14,8,13,0,0
企20,2024-10-27 17:00:00,臺北鯨華,義力營造,2 - 7,28.57,0 - 0,0.0,0 - 2,0.0,2 - 3,66.67,4 - 4,100.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,7,0,0,0,2,2,3,4,4,0,0
企20,2024-11-02 14:00:00,臺北鯨華,高雄台電,0 - 8,0.0,0 - 0,0.0,0 - 2,0.0,5 - 10,50.0,1 - 2,50.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,8,0,0,0,2,5,10,1,2,0,0
企20,2024-11-02 14:00:00,高雄台電女排,臺北鯨華,11 - 30,36.67,0 - 8,0.0,2 - 19,10.53,12 - 31,38.71,12 - 20,60.0,0 - 0,0.0,13,39,許菀芸,13,高雄台電,例行賽,11,30,0,8,2,19,12,31,12,20,0,0
企20,2024-11-03 13:00:00,臺北鯨華,高雄台電,3 - 5,60.0,0 - 2,0.0,0 - 3,0.0,4 - 8,50.0,2 - 4,50.0,0 - 0,0.0,3,50,陳潔,13,臺北鯨華,例行賽,3,5,0,2,0,3,4,8,2,4,0,0
企20,2024-11-03 13:00:00,高雄台電女排,臺北鯨華,18 - 40,45.0,1 - 8,12.5,2 - 15,13.33,19 - 27,70.37,16 - 24,66.67,0 - 0,0.0,21,39,許菀芸,13,高雄台電,例行賽,18,40,1,8,2,15,19,27,16,24,0,0
企20,2024-11-16 14:00:00,臺北鯨華,義力營造,4 - 9,44.44,0 - 9,0.0,1 - 6,16.67,0 - 10,0.0,0 - 4,0.0,0 - 2,0.0,5,50,陳潔,13,臺北鯨華,例行賽,4,9,0,9,1,6,0,10,0,4,0,2
企20,2024-11-17 13:00:00,臺北鯨華,義力營造,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 0,0.0,0,50,陳潔,13,臺北鯨華,例行賽,0,1,0,0,0,0,0,2,0,0,0,0
企20,2024-11-23 16:00:00,高雄台電女排,新北中纖,10 - 32,31.25,0 - 3,0.0,3 - 18,16.67,7 - 15,46.67,4 - 19,21.05,0 - 0,0.0,13,39,許菀芸,13,高雄台電,例行賽,10,32,0,3,3,18,7,15,4,19,0,0
企20,2024-11-24 15:00:00,高雄台電女排,新北中纖,13 - 40,32.5,0 - 3,0.0,1 - 13,7.69,10 - 11,90.91,9 - 12,75.0,0 - 0,0.0,14,39,許菀芸,13,高雄台電,例行賽,13,40,0,3,1,13,10,11,9,12,0,0
企20,2024-11-30 16:00:00,高雄台電女排,義力營造,13 - 42,30.95,3 - 7,42.86,0 - 11,0.0,4 - 13,30.77,5 - 15,33.33,0 - 0,0.0,16,39,許菀芸,13,高雄台電,例行賽,13,42,3,7,0,11,4,13,5,15,0,0
企20,2024-12-01 15:00:00,高雄台電女排,義力營造,17 - 41,41.46,2 - 8,25.0,2 - 18,11.11,10 - 11,90.91,9 - 15,60.0,0 - 0,0.0,21,39,許菀芸,13,高雄台電,例行賽,17,41,2,8,2,18,10,11,9,15,0,0
企20,2024-12-07 18:00:00,臺北鯨華,新北中纖,2 - 9,22.22,0 - 4,0.0,0 - 2,0.0,4 - 8,50.0,4 - 10,40.0,0 - 0,0.0,2,50,陳潔,13,臺北鯨華,例行賽,2,9,0,4,0,2,4,8,4,10,0,0
企20,2024-12-08 17:00:00,臺北鯨華,新北中纖,4 - 20,20.0,1 - 15,6.67,0 - 16,0.0,23 - 32,71.88,7 - 15,46.67,0 - 0,0.0,5,50,陳潔,13,臺北鯨華,例行賽,4,20,1,15,0,16,23,32,7,15,0,0
